Time,Conv Layers,Dense_layers,Dropout Rate,L2 Rate,Accuracy
2025-04-13 14:41:41.876514,1,128,0.2,0.06,0.6106036216020584
2025-04-13 14:42:23.622342,2,128,0.2,0.06,0.6106036216020584
2025-04-13 14:43:27.006487,3,128,0.2,0.06,0.7687122702598572
2025-04-13 14:44:48.690078,4,128,0.2,0.06,0.9343661963939667
2025-04-13 14:46:18.991999,5,128,0.2,0.06,0.9301408350467681
2025-04-13 14:48:44.745922,6,128,0.2,0.06,0.9086519002914428
