Time,Conv Layers,Dense_layers,Dropout Rate,L2 Rate,Accuracy
2025-04-13 19:06:53.086225,3,128,0.2,0.0,0.9229979693889618
2025-04-13 19:07:48.159164,3,128,0.2,0.005,0.9201408326625824
2025-04-13 19:08:53.257562,3,128,0.2,0.01,0.9157947659492492
2025-04-13 19:10:07.006826,3,128,0.2,0.015,0.9201408386230469
2025-04-13 19:11:18.166451,3,128,0.2,0.02,0.918692147731781
2025-04-13 19:12:47.319734,3,128,0.2,0.025,0.9201609492301941
2025-04-13 19:14:09.218038,3,128,0.2,0.03,0.8701609581708908
2025-04-13 19:15:34.037875,3,128,0.2,0.035,0.8815492868423462
2025-04-13 19:16:50.208807,3,128,0.2,0.04,0.7063178986310958
2025-04-13 19:18:24.140574,3,128,0.2,0.045,0.8715492844581604
2025-04-13 19:19:48.085374,3,128,0.2,0.05,0.8801810801029205
2025-04-13 19:21:26.789504,3,128,0.2,0.055,0.9030180990695953
2025-04-13 19:22:55.402871,3,128,0.2,0.06,0.8506036102771759
2025-04-13 19:24:16.921002,3,128,0.2,0.065,0.825794768333435
2025-04-13 19:25:52.772183,3,128,0.2,0.07,0.8077464699745178
2025-04-13 19:27:30.035512,3,128,0.2,0.075,0.8172635793685913
2025-04-13 19:29:05.739953,3,128,0.2,0.08,0.7530181020498276
2025-04-13 19:30:36.968973,3,128,0.2,0.085,0.7577464759349823
2025-04-13 19:32:03.468631,3,128,0.2,0.09,0.7517505019903183
2025-04-13 19:33:20.798509,3,128,0.2,0.095,0.6563179075717926
2025-04-13 19:34:51.223736,3,128,0.2,0.1,0.7420321822166442
